772.94,774.90,786.49,751.58
817.11,786.66,807.46,809.53
824.74,799.06,816.67,798.26
806.35,810.34,812.75,811.01
820.90,808.13,841.14,811.85
832.17,822.27,835.21,822.92
818.20,820.89,822.96,812.84
798.29,807.76,806.29,788.34
800.95,798.73,803.31,784.72
818.90,826.37,823.49,825.38
806.39,816.67,811.92,801.22
807.64,819.29,816.35,812.38
811.50,821.01,817.97,819.49
812.63,812.77,816.27,812.30
799.21,817.98,810.66,799.08
801.19,791.33,798.17,793.85
795.15,807.30,803.55,796.12
797.58,801.50,808.97,788.37
807.53,819.16,815.42,811.33
802.59,808.38,811.27,797.40
819.85,819.64,826.29,808.14
832.43,823.98,830.74,823.43
841.57,824.48,837.56,830.41
826.86,828.97,829.13,815.57
833.23,841.38,837.38,835.38
805.64,839.17,833.00,805.72
821.07,829.80,825.85,815.62
832.67,839.83,826.51,831.32
822.49,827.91,832.90,823.04
830.30,829.76,834.27,825.29
843.26,832.31,844.52,830.22
851.09,846.78,851.15,843.16
854.97,852.55,854.32,843.42
865.90,865.62,868.27,857.98
846.59,858.80,866.63,842.78
822.36,842.56,839.44,821.81
820.39,830.39,830.29,820.84
816.80,823.80,823.63,813.13
813.31,819.50,825.49,810.90
815.18,827.63,827.06,818.20
824.64,811.92,822.95,814.09
824.58,824.70,835.11,823.17
831.75,838.66,835.82,832.41
825.11,836.23,832.91,825.35
836.72,841.08,838.72,837.81
827.01,837.65,847.74,827.63
828.08,839.72,848.00,827.21
816.12,816.87,812.00,815.35
844.04,846.63,844.26,844.56
848.04,839.10,843.20,834.72
847.03,849.43,850.94,845.77
849.12,849.44,852.53,845.93
853.66,842.05,849.64,838.88
844.62,844.22,844.10,843.42
851.53,842.25,852.98,843.06
840.19,849.75,846.99,839.87
854.87,850.29,857.90,848.10
842.95,861.24,854.98,848.42
860.90,852.97,859.99,852.28
846.91,849.94,847.77,836.96
855.03,847.66,857.72,849.87
857.44,853.21,853.17,851.89
857.07,846.32,855.04,848.65
856.75,861.90,867.42,857.49
864.22,863.91,865.96,856.61
869.79,864.15,871.97,864.48
872.59,868.51,873.66,862.71
871.61,873.12,875.54,873.75
876.22,873.23,874.91,866.70
871.76,869.03,870.83,863.00
832.37,870.64,876.60,830.71
832.03,850.06,858.48,830.02
829.50,833.30,828.03,819.00
830.63,842.61,846.31,825.20
834.00,828.70,843.69,820.40
842.75,851.29,849.42,840.23
845.36,843.36,853.89,837.48
839.33,843.89,838.34,832.77
851.17,832.92,846.94,840.44
865.70,850.67,868.44,849.82
848.39,847.25,847.00,847.48
845.25,861.42,868.18,847.53
841.28,844.29,846.59,840.48
851.05,846.92,855.32,839.59
838.51,838.11,842.48,841.25
835.42,837.50,840.55,830.89
839.64,838.62,841.61,831.40
835.72,836.84,839.65,834.15
870.08,841.72,867.55,844.21
843.84,844.45,843.73,837.25
859.88,843.48,857.58,848.73
863.45,845.83,861.31,852.70
862.52,862.98,866.17,861.70
878.53,864.98,880.82,869.60
888.44,878.80,893.11,882.77
889.44,900.52,893.73,891.02
891.74,899.13,894.12,893.05
920.34,928.25,929.90,923.20
928.64,923.40,929.82,920.78
941.36,942.39,950.15,941.20
