34.84,34.05,34.60,34.02
34.59,35.01,35.12,34.83
34.68,34.94,34.77,34.90
34.27,34.30,34.54,34.05
35.16,34.20,35.00,34.46
34.98,35.33,35.23,34.93
35.43,35.11,35.80,35.02
34.88,34.64,34.70,34.64
35.07,35.09,35.10,34.85
34.97,34.02,34.51,34.10
35.37,34.27,35.05,34.60
35.60,35.86,35.47,35.48
35.47,35.48,35.55,35.34
35.39,34.93,35.15,35.12
35.20,35.78,35.38,35.28
34.73,35.99,35.36,35.47
34.48,34.51,34.52,34.34
33.98,35.11,35.09,33.82
35.35,34.68,35.31,35.07
35.22,34.84,35.13,34.81
35.55,35.02,35.45,35.38
35.23,34.84,35.31,34.83
35.61,35.29,35.90,35.34
35.33,35.14,35.56,34.83
35.80,36.36,35.79,35.79
36.31,36.05,36.52,35.90
36.21,36.15,36.42,35.93
36.32,36.00,36.27,36.09
36.72,36.01,36.66,36.54
36.92,36.57,36.81,36.48
36.48,37.02,36.93,36.52
36.94,36.64,36.90,36.61
36.64,37.14,36.98,36.61
37.89,36.60,38.44,36.61
38.39,37.66,38.18,37.78
37.84,37.75,37.98,37.31
38.74,37.22,39.24,37.18
37.73,37.91,38.14,37.68
37.71,37.55,37.85,37.56
37.48,37.89,37.79,37.54
37.36,37.52,37.50,37.19
37.07,37.27,37.47,37.02
37.50,37.16,37.47,37.32
37.55,36.95,37.41,37.27
37.75,37.41,37.80,37.39
38.01,37.34,37.87,37.58
37.96,37.90,37.98,37.76
38.52,39.06,37.89,38.65
37.84,38.47,38.29,37.91
37.75,38.09,38.37,37.90
37.74,38.27,38.09,37.48
37.58,37.81,38.09,37.58
37.81,37.85,38.16,37.59
38.05,37.45,37.91,37.50
37.70,37.59,37.82,37.56
37.51,37.55,37.52,37.14
37.83,37.32,37.57,37.43
37.64,37.72,37.80,37.37
36.86,37.50,37.40,37.21
37.60,36.80,37.51,36.94
37.31,37.28,37.46,36.95
36.88,37.10,37.29,37.08
37.23,37.42,37.52,37.19
37.60,37.71,37.83,37.28
37.28,37.04,37.37,37.15
37.58,37.04,37.64,37.22
37.67,37.79,37.87,37.46
37.60,37.97,38.03,37.63
37.73,37.88,38.07,37.40
37.46,37.25,37.63,37.42
37.29,37.10,37.61,36.72
36.63,37.13,37.12,36.40
37.19,36.69,37.13,36.66
37.36,36.96,37.45,37.09
37.39,37.30,37.53,37.05
37.27,36.79,37.49,36.73
37.50,37.01,37.53,37.00
37.62,37.02,37.67,37.15
37.57,37.14,37.57,37.27
37.64,37.76,38.03,37.51
38.02,37.65,37.97,37.74
36.89,38.10,38.04,36.91
37.68,37.55,38.41,36.95
38.25,38.35,38.31,38.10
37.90,38.04,38.11,37.74
36.79,37.39,37.27,36.79
37.40,37.34,37.63,37.14
36.70,37.09,36.99,36.60
37.31,37.19,37.52,37.10
37.44,37.10,37.67,36.91
37.64,37.71,38.11,37.51
37.85,37.69,38.00,37.52
38.32,38.17,38.38,38.21
38.24,38.68,38.67,38.17
38.55,37.94,38.56,38.10
38.44,38.37,38.98,38.14
39.48,40.53,40.54,39.83
38.84,39.19,39.34,38.63
39.08,40.40,39.37,39.64
38.94,39.27,38.27,38.87
